nodes,interval,blocksize,SBR,throughput,theoretical_throughput,avg_delay,avg_prop_delay,throughput_markov,waste_rate_markov,SBR_markov
2096,105.0,5350000,0.12,0.007943986632494814,0.009523809523809525,2.26302,28.18076,0.009513779401596189,1.003012221333618e-05,0.001053162832400299
8,15.0,5350000,0.39,0.042923041614326835,0.06666666666666667,2.26314,10.86357,0.05101795273809524,0.015648713928571426,0.2347307089285714
512,25.0,5350000,0.47,0.02205167442373295,0.04,2.26298,25.05481,0.03946644502668994,0.0005335549733100638,0.013338874332751596
32,15.0,5350000,0.52,0.03593887803135452,0.06666666666666667,2.26298,20.89429,0.05497966263686704,0.011687004029799629,0.17530506044699443
2096,5.0,5350000,0.86,0.030676219700581313,0.2,2.26302,33.10962,0.1948030766753143,0.005196923324685702,0.02598461662342851
8,75.0,5350000,0.09,0.0154823375171254,0.013333333333333334,2.26297,9.51988,0.012784806914285716,0.0005485264190476191,0.041139481428571434
512,175.0,5350000,0.08,0.005110856522311547,0.005714285714285714,2.26302,23.16752,0.005704217057775382,1.0068656510332354e-05,0.001762014889308162
512,100.0,5350000,0.15,0.009139151347545019,0.01,2.26299,23.34418,0.00996892961038009,3.107038961991063e-05,0.0031070389619910627
32,50.0,5350000,0.21,0.015070532374928662,0.02,2.26301,17.99341,0.01909420157534976,0.000905798424650243,0.04528992123251215
2096,60.0,5350000,0.26,0.011163045318949972,0.016666666666666666,2.263,28.13705,0.01663599706163092,3.066960503574688e-05,0.0018401763021448129
1,5.0,5350000,0.0,0.2083628514039489,0.2,NaN,0,0.2,0.0,0.0
128,110.0,5350000,0.13,0.008220854235540299,0.00909090909090909,2.26296,19.37947,0.00902302420649726,6.788488441183117e-05,0.007467337285301428
1,145.0,5350000,0.0,0.007184240936451438,0.006896551724137931,NaN,0,0.006896551724137931,0.0,0.0
8,90.0,5350000,0.11,0.010117399265861275,0.011111111111111112,2.26275,9.47023,0.01073217664351852,0.0003789344675925926,0.03410410208333334
2096,170.0,5350000,0.11,0.004488980114940336,0.0058823529411764705,2.26298,27.74726,0.005878585431447398,3.7675097290721295e-06,0.0006404766539422621
32,150.0,5350000,0.07,0.005817450723283648,0.006666666666666667,2.2629,17.54759,0.006568516045112514,9.81506215541527e-05,0.014722593233122904
2096,130.0,5350000,0.18,0.006770274664572212,0.007692307692307693,2.26298,27.95213,0.007685817458767402,6.49023354028971e-06,0.0008437303602376623
32,195.0,5350000,0.09,0.0044954445637285685,0.005128205128205128,2.26293,17.21135,0.005071240691490404,5.696443671472415e-05,0.01110806515937121
512,125.0,5350000,0.15,0.00652256962370187,0.008,2.26304,23.75323,0.007979766513497922,2.0233486502077333e-05,0.0025291858127596666
128,95.0,5350000,0.18,0.008804694099393374,0.010526315789473684,2.26296,19.59013,0.010434311798855333,9.200399061835086e-05,0.008740379108743332
32,185.0,5350000,0.12,0.004658500036592518,0.005405405405405406,2.26299,17.71579,0.0053402612945938075,6.514411081159819e-05,0.012051660500145665
8,5.0,5350000,0.65,0.07593194963334073,0.2,2.26324,14.50968,0.011892362857142846,0.18810763714285716,0.9405381857142858
8,185.0,5350000,0.05,0.005812331442388171,0.005405405405405406,2.26287,9.34267,0.005316931305175832,8.847410022957321e-05,0.016367708542471042
128,5.0,5350000,0.77,0.043170966570675644,0.2,2.26297,23.57566,0.16002942383089974,0.03997057616910028,0.1998528808455014
32,5.0,5350000,0.78,0.051563109894909226,0.2,2.26294,28.61241,0.05596351162205018,0.14403648837794983,0.7201824418897491
512,40.0,5350000,0.36,0.01564978779670237,0.025,2.26299,23.71455,0.024802729120234453,0.0001972708797655485,0.00789083519062194
512,180.0,5350000,0.13,0.005063349848461534,0.005555555555555556,2.26299,23.25895,0.005546000941019571,9.554614535984909e-06,0.0017198306164772834
8,110.0,5350000,0.11,0.009811214571458903,0.00909090909090909,2.26265,9.28681,0.008842155251623376,0.00024875383928571416,0.02736292232142856
128,10.0,5350000,0.63,0.03386480553905074,0.1,2.26302,22.1179,0.09062523375113843,0.009374766248861572,0.09374766248861571
1,95.0,5350000,0.0,0.010965425683856032,0.010526315789473684,NaN,0,0.010526315789473684,0.0,0.0
8,65.0,5350000,0.11,0.013266041894160302,0.015384615384615385,2.26267,9.40647,0.014663028611580729,0.0007215867730346576,0.04690314024725274
128,180.0,5350000,0.12,0.005342770232777019,0.005555555555555556,2.2631,19.49423,0.005530053356391086,2.550219916446992e-05,0.004590395849604585
