nodes,interval,blocksize,SBR,throughput,theoretical_throughput,avg_delay,avg_prop_delay,throughput_markov,waste_rate_markov,SBR_markov,throughput_simple,waste_rate_simple,SBR_simple
512,125.0,5350000,0.21,0.006981163424847077,0.008,2.26302,23.71821,0.007979796344249248,2.020365575075203e-05,0.002525456968844004,-0.18174568,0.18974568,23.71821
32,10.0,5350000,0.6,0.041604644927469236,0.1,2.26291,20.87482,0.07372874420293682,0.026271255797063187,0.26271255797063187,-1.987482,2.087482,20.87482
2096,15.0,5350000,0.64,0.025086743233820864,0.06666666666666667,2.26299,30.4053,0.06613639442164118,0.0005302722450254847,0.007954083675382272,-1.9603533333333332,2.02702,30.405299999999997
2096,95.0,5350000,0.24,0.007518514906846728,0.010526315789473684,2.26298,28.01586,0.010514134623252173,1.2181166221510554e-05,0.0011572107910435027,-0.28437747368421057,0.29490378947368423,28.015860000000004
8,95.0,5350000,0.1,0.010396297504192048,0.010526315789473684,2.26321,9.32712,0.010191358868223189,0.00033495692125049464,0.031820907518796994,-0.08765389473684211,0.0981802105263158,9.32712
2096,140.0,5350000,0.22,0.0061106626186510134,0.007142857142857143,2.26299,28.08836,0.007137233698102305,5.623444754838166e-06,0.0007872822656773432,-0.19348828571428572,0.20063114285714287,28.08836
512,180.0,5350000,0.13,0.005926377559795076,0.005555555555555556,2.26297,23.45065,0.005545922191995795,9.633363559760631e-06,0.0017340054407569134,-0.12472583333333336,0.1302813888888889,23.450650000000003
1,155.0,5350000,0.0,0.006720697941792976,0.0064516129032258064,NaN,0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0
128,55.0,5350000,0.23,0.014118149997155192,0.01818181818181818,2.26302,20.11491,0.017899973871255633,0.0002818443105625462,0.015501437080940041,-0.3475438181818181,0.3657256363636363,20.11491
512,95.0,5350000,0.16,0.008514206293769406,0.010526315789473684,2.263,23.4787,0.010491690380470093,3.462540900359137e-05,0.0032894138553411804,-0.23661789473684208,0.24714421052631577,23.4787
1,125.0,5350000,0.0,0.008333697932617885,0.008,NaN,0,0.008,0.0,0.0,0.008,0.0,0.0
8,5.0,5350000,0.64,0.0796228530858832,0.2,2.26299,14.52331,0.011715659642857146,0.18828434035714287,0.9414217017857143,-2.704662,2.904662,14.52331
32,75.0,5350000,0.19,0.01097568216882992,0.013333333333333334,2.26287,18.16851,0.01292683864107922,0.0004064946922541133,0.030487101919058495,-0.2289134666666667,0.24224680000000004,18.16851
32,30.0,5350000,0.37,0.019309417975523383,0.03333333333333333,2.26302,19.72695,0.030574817201107066,0.002758516132226266,0.08275548396678797,-0.6242316666666666,0.657565,19.72695
1,5.0,5350000,0.0,0.2083628514039489,0.2,NaN,0,0.2,0.0,0.0,0.2,0.0,0.0
8,40.0,5350000,0.17,0.02097970171899284,0.025,2.26271,9.73004,0.02302901533482143,0.001970984665178572,0.07883938660714286,-0.21825100000000003,0.24325100000000002,9.73004
32,65.0,5350000,0.14,0.014031741764314728,0.015384615384615385,2.26308,18.00467,0.014848304580229881,0.0005363108043855034,0.03486020228505772,-0.2616103076923077,0.2769949230769231,18.00467
2096,100.0,5350000,0.24,0.009385983947714813,0.01,2.26298,28.2909,0.009988898571013021,1.1101428986979522e-05,0.0011101428986979522,-0.272909,0.282909,28.2909
512,10.0,5350000,0.7,0.03276146378220179,0.1,2.26299,26.22267,0.09650984282260358,0.0034901571773964294,0.034901571773964295,-2.5222670000000003,2.6222670000000003,26.22267
128,25.0,5350000,0.42,0.023089781232485878,0.04,2.263,20.37602,0.03861816592293389,0.0013818340770661108,0.03454585192665277,-0.7750408,0.8150408,20.37602
1,115.0,5350000,0.0,0.009058384549439576,0.008695652173913044,NaN,0,0.008695652173913044,0.0,0.0,0.008695652173913044,0.0,0.0
128,125.0,5350000,0.14,0.007069500970995958,0.008,2.26299,19.33971,0.007947537801163179,5.246219883682138e-05,0.006557774854602672,-0.14671768,0.15471768,19.33971
512,115.0,5350000,0.13,0.00727673768131993,0.008695652173913044,2.26298,23.31,0.008672192894453479,2.3459279459564624e-05,0.002697817137849932,-0.19399999999999998,0.20269565217391303,23.31
32,165.0,5350000,0.06,0.005608301317877902,0.006060606060606061,2.26317,17.28685,0.005980695151966561,7.991090863949932e-05,0.013185299925517388,-0.09870818181818183,0.10476878787878789,17.28685
1,95.0,5350000,0.0,0.010965425683856032,0.010526315789473684,NaN,0,0.010526315789473684,0.0,0.0,0.010526315789473684,0.0,0.0
2096,20.0,5350000,0.56,0.022360925879235025,0.05,2.26298,29.41046,0.04971148131275039,0.0002885186872496118,0.005770373744992236,-1.420523,1.470523,29.41046
8,35.0,5350000,0.15,0.021628130726539158,0.02857142857142857,2.26306,9.35202,0.02609709674927114,0.0024743318221574335,0.08660161377551018,-0.23862914285714282,0.2672005714285714,9.35202
128,95.0,5350000,0.14,0.010106484957457256,0.010526315789473684,2.26291,20.29525,0.010431000240745978,9.531554872770552e-05,0.009054977129132025,-0.2031078947368421,0.2136342105263158,20.29525
8,140.0,5350000,0.08,0.007003098310754644,0.007142857142857143,2.26306,9.21637,0.0069904545230502916,0.00015240261980685126,0.02133636677295918,-0.05868835714285714,0.06583121428571428,9.21637
