nodes,interval,blocksize,SBR,throughput,theoretical_throughput,avg_delay,avg_prop_delay,throughput_markov,waste_rate_markov,SBR_markov
16,30.0,5350000,0.37,0.0276925650549217,0.03333333333333333,2.26302,18.21836,0.032811859821093255,0.0005214735122400748,0.015644205367202246
16,30.0,5350000,0.36,0.02209766708483432,0.03333333333333333,2.26284,18.21836,0.03281190129895567,0.0005214320343776595,0.015642961031329786
